WGS84_EP,WGS84_NP,TSP_EMI,PM_EMI,X_BLANK1,PM25_EMI,SOX_EMI,NOX_EMI,THC_EMI,NMHC_EMI,CO_EMI,PB_EMI,WGS84_E,WGS84_N,ORI_QU1,DIA,HEI,TEMP,VEL,HD1,DW1,WY1,X_BLANK7,X_BLANK10,X_BLANK11,TSP_EFF,TSP_EFF1,SOX_EFF,NOX_EFF,VOC_EFF,CO_EFF,PB_EFF,ZS
120.15,23.04,14.835999999999997,9.93,0.0,7.259999999999998,18.517,51.604,305.233,238.65199999999987,2.998999999999999,2.16,64160.46498999996,12302.338280000058,16434.100000000006,281.43000000000023,7497.900000000003,36792,552.8999999999987,11309,3537,25809,0,0,0,8389.74,0.0,0.0,648.0,13151.799999999997,0.0,0.0,0
120.15,23.05,0.013,0.008,0.0,0.007,0.206,0.754,0.151,0.10200000000000001,0.013,0.004,961.1875999999999,184.37828,34.0,2.36,75.0,640,2.8000000000000007,100,44,364,0,0,0,199.7,0.0,140.0,130.0,199.0,0.0,0.0,0
120.15,23.11,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.03900000000000001,0.0,0.0,600.749,115.54225000000001,0.0,0.0,0.0,0,0.0,5,25,184,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.15,23.17,0.028,0.018,0.0,0.013,0.039,0.027,0.678,0.564,0.0,0.0,720.9174,139.04670000000002,3.0,0.99,22.5,300,0.6000000000000001,80,38,288,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.15,23.2,1.8609999999999995,1.3700000000000003,0.0,1.133,1.1899999999999997,0.823,0.659,0.553,2.247,0.069,3243.9999800000005,626.29241,47.4,1.8199999999999998,34.9,635,11.600000000000001,376,172,1296,0,0,0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.15,23.22,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,3484.359250000002,673.5033399999998,35.0,2.8500000000000005,43.5,700,3.600000000000001,280,177,1392,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.15,23.25,0.295,0.19,0.0,0.135,0.0,0.0,7.532,6.262,7.545,0.0,1321.6762899999999,255.77970000000002,1039.1999999999998,13.499999999999998,227.59999999999997,1200,11.899999999999999,264,77,558,0,0,0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.16,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.056,0.0,0.0,120.16492,22.99865,0.0,0.0,0.0,0,0.0,2,5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.16,23.03,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.109,0.0,0.0,240.3136,46.06956,30.0,3.3,64.8,240,0.2,28,12,96,0,0,0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0
120.16,23.04,0.478,0.44199999999999995,0.0,0.41400000000000003,2.858,1.5350000000000001,71.67699999999999,49.714000000000006,0.314,0.0,15380.175269999985,2948.7496099999994,3408.7999999999993,106.25000000000014,3655.300000000001,12290,104.69999999999997,3008,883,6412,0,0,0,0.0,0.0,0.0,600.0,2098.0,0.0,0.0,0
120.16,23.15,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,240.32776,46.30556,0.0,0.0,0.0,0,0.0,16,12,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.16,23.17,0.21400000000000002,0.15200000000000002,0.0,0.122,2.48,1.72,0.052000000000000005,0.036000000000000004,0.138,0.138,1081.42897,208.52951,18.2,1.38,42.5,360,1.9,80,47,336,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.16,23.18,0.8620000000000001,0.606,0.0,0.494,5.783,4.340999999999999,0.253,0.20099999999999998,0.642,0.642,3725.025620000001,718.6661499999999,79.3,4.619999999999999,83.9,1371,9.099999999999996,612,202,1488,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.16,23.19,0.0,0.0,0.0,0.0,0.0,0.0,0.411,0.377,0.0,0.0,720.9546600000001,139.13345999999999,1.0,0.35,3.5,100,0.2,48,30,156,0,0,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0
